"Institution","Transfer Subject","Transfer Course #","Transfer Course Title","Term","Marist Subject","Marist Course #","Marist Course Title","Status","Group"
"DUTCHESS COMMUNITY COLLEGE","HTM","210","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HTM","271","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HTM","272","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HTM","273","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HTS","101","GENERAL ELECTIVE","199020","ELEC","804L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","HUM","205","ART 100 LEV GEN","199020","ART","902L","ART 100 LEV GEN","AC",""
"DUTCHESS COMMUNITY COLLEGE","INT","10","SOCIOLOGY COURSE","197520","SOC","901L","SOCIOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","INT","801","ART COURSE","197520","ART","901L","ART COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","IS","310","ARCH-HARD-SOFTWARE","199540","IS","321L","ARCH-HARD-SOFTWAR","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITA","101","ELEM ITAL I","197520","ITAL","101L","ELEM ITAL I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITA","201","Interm. Italian  I","201340","ITAL","105L","INTERM ITAL I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITA","202","Interm Italian II","201340","ITAL","106L","INTERM ITAL II","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITL","101","ELEM ITAL I","197520","ITAL","101L","ELEM ITAL I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITL","102","ELEM ITALIAN II","197520","ITAL","102L","ELEM ITALIAN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITL","201","INTERM ITAL I","197520","ITAL","105L","INTERM ITAL I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITL","202","INTERM ITALIAN II","197520","ITAL","106L","INTERM ITALIAN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITL","204","ADV ITALIAN I","197520","ITAL","201L","ADV ITALIAN I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITL","205","ADV ITALIAN II","199310","ITAL","202L","ADV ITALIAN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITL","208","ITALIAN COURSE","197520","ITAL","901L","ITALIAN COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ITL","273","ITALIAN ELECTIVE","197520","ITAL","801L","ITALIAN ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LAH","100","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LAM","100","MATH ELECTIVE","197520","MATH","801L","MATH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LANG","911L","FOR LIT COURSE","197520","LANG","911L","FOR LIT COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LAT","100","EDUC ELECTIVE","197520","EDUC","801L","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LAT","200","EDUC ELECTIVE","197520","EDUC","801L","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LAT","201","EDUC ELECTIVE","199020","EDUC","802L","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LAW","212","BUSINESS LAW II","197520","BUS","381N","BUSINESS LAW II","AC",""
"DUTCHESS COMMUNITY COLLEGE","LAW","225","BUS COURSE","199020","BUS","901N","BUS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LGLS","251","POLITICAL SCIENCE COURSE","197520","POSC","901L","POLITICAL SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LITL","102","ELEM ITALIAN II","197520","ITAL","102L","ELEM ITALIAN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","LSS","100","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","LSS","101","STUDY SKILL ELECT","197520","LERN","801L","STUDY SKILL ELECT","AC",""
"DUTCHESS COMMUNITY COLLEGE","LSS","201","SOCIOLOGY ELECTIVE","197520","SOC","801L","SOCIOLOGY ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MA","102","INTRO-STATS","197520","MATH","130L","INTRO-STATISTICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAR","200","MARKET MANAGEMENT","197520","BUS","340N","MARKET MANAGEMENT","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAR","203","BUSINESS COURSE","197520","BUS","902N","BUSINESS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAR","259","BUSINESS COURSE","199020","BUS","903N","BUSINESS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","91","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","100","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","101","EXCURS-CLASSICAL","197520","MATH","110L","EXCURS-CLASSICAL","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","105","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","107","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","107","MATH COURSE","197520","EDUC","241N","TEACH ELEM MATH","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","107","MATH COURSE","197520","EDUC","241N","TEACH ELEM MATH","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","108","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","109","EXCURSIONS IN MATH I","197520","MATH","110L","EXCURSIONS IN MATH I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","109L","EXCURS-CLASSICAL","197520","MATH","110L","EXCURS-CLASSICAL","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","110","INTERM ALGEBRA","197520","MATH","108L","INTERM ALGEBRA","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","115","PRE-CALCULUS","197520","MATH","120L","PRE-CALCULUS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","116","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","117","MATH COURSE","199020","MATH","903L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","118","INTRO-STATISTICS","197520","MATH","130L","INTRO-STATISTICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","125","CALC:MGMT APPLCTN","197520","MATH","115L","CALC:MGMT APPLCTN","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","128","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","129","MATH COURSE","199020","MATH","902L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","131","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","132","MATH COURSE","199020","MATH","902L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","140","DISCRETE MATH I","197520","MATH","250L","DISCRETE MATH I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","184","INTERM ALGEBRA","197520","MATH","108L","INTERM ALGEBRA","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","185","Precalculus","201440","MATH","120L","PRE-CALCULUS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","185","Precalculus","197520","MATH","120L","PRE-CALCULUS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","185","PRECALCULUS","197520","MATH","120L","PRE-CALCULUS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","185","PRECALCULUS","201440","MATH","120L","PRE-CALCULUS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","214","DISCRETE MATH I","197520","MATH","250L","DISCRETE MATH I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","215","LINEAR ALGERBRA","197520","MATH","210L","LINEAR ALGEBRA","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","217","INT MATH REASON","199740","MATH","310L","INT MATH REASON","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","221","CALC:MGMT APPLCTN","197520","MATH","115L","CALC:MGMT APPLCTN","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","221","CALCULUS I","197520","MATH","115L","CALC:MGMT APPLCTN","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","221","CALCULUS I","199740","MATH","241L","CALCULUS I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","221","CALC:MGMT APPLCTN","199740","MATH","241L","CALCULUS I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","222","CALCULUS II","199820","MATH","242L","CALCULUS II","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","223","CALCULUS III","199740","MATH","343L","CALC III","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","224","DIFFERENT EQUAT","197520","MATH","321L","DIFFERENT EQUAT","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","273","MATH ELECTIVE","199020","MATH","803L","MATH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MAT","904","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","100","MATH ELECTIVE","197520","MATH","801L","MATH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","110","INTERM ALEGBRA","197520","MATH","108L","INTERM ALGEBRA","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","118","INTRO-STATISTICS","197520","MATH","130L","INTRO-STATISTICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","121","CALCULUS I","197520","MATH","221L","CALCULUS I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","122","CALCULUS II","199820","MATH","242L","CALCULUS II","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","125L","CALC:MGMT APPLCTN","197520","MATH","115L","CALC:MGMT APPLCTN","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","130","INTRO-STATISTICS","197520","MATH","130L","INTRO-STATISTICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","131","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","132","MATH COURSE","199020","MATH","902L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","222","CALCULUS II","197520","MATH","222L","CALCULUS II","AC",""
"DUTCHESS COMMUNITY COLLEGE","MATH","901L","MATH COURSE","197520","MATH","901L","MATH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MGT","205","MANAG ORG BEHAV","197520","BUS","101N","MANAG ORG BEHAV","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","5","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","101","MED TECH ELECTIVE","199020","MEDT","801N","MED TECH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","105","MED TECH ELECTIVE","197520","MEDT","802N","MED TECH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","106","MED TECH ELECTIVE","199020","MEDT","803N","MED TECH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","202","PARASITOLOGY","197520","BIOL","421L","PARASITOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","203","MED TECH ELECTIVE","199020","MEDT","804N","MED TECH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","204","MED TECH ELECTIVE","199020","MEDT","805N","MED TECH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","207","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MLT","208","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MSO","102","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MTH","122","MATH ELECTIVE","197520","MATH","802L","MATH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","10","MUSIC COURSE","197520","MUS","901L","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","101","MUSIC COURSE","197520","MUS","901L","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","104","INTRO MUSIC THEORY","201240","MUS","120L","THEORY OF MUSIC I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","115","THEORY OF MUSIC I","197520","MUS","120L","THEORY OF MUSIC I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","116","THRY OF MUSIC II","197520","MUS","220L","THRY OF MUSIC II","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","117","BRASS WIND ENSEMB","197520","MUS","231N","BRASS WIND ENSEMB","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","118","MUSIC ELECTIVE","199020","MUS","801N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","121","CHORAL SINGING I","197520","MUS","110N","CHORAL SINGING I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","122","CHORAL SINGING II","197520","MUS","111N","CHORAL SINGING II","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","131","MUSIC ELECTIVE","199440","MUS","800N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","132","MUSIC COURSE","199020","MUS","901N","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","133","MUSIC ELECTIVE","199440","MUS","800N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","134","MUSIC ELECTIVE","199440","MUS","800N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","135","JAZZ AND SOUND","197520","MUS","106L","JAZZ AND SOUND","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","136","ORCHESTRA","199920","MUS","234N","ORCHESTRA","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","137","ORCHESTRA","199920","MUS","234N","ORCHESTRA","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","141","BG CLSS PIANO I","199920","MUS","107N","BG PIANO I","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","142","PIANO II","199920","MUS","108N","BG PIANO II","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","143","MUSIC COURSE","199020","MUS","901N","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","144","MUSIC COURSE","199020","MUS","901N","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","151","MUSIC ELECTIVE","199440","MUS","800N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","152","MUSIC ELECTIVE","199440","MUS","800N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","161","MUSIC ELECTIVE","199440","MUS","800N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","162","MUSIC ELECTIVE","199440","MUS","800N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","201","MATH COURSE","197520","MUS","901L","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","202","MUSIC COURSE","197520","MUS","901L","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","210","VOICE STUDY II","197520","MUS","213N","VOICE STUDY II","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","211","IND VOCAL STUDY","197520","MUS","351L","IND VOCAL STUDY","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","212","MUSIC COURSE","199020","MUS","902L","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","219","MUSIC ELECTIVE","197520","MUS","801L","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","221","CHORAL SING III","197520","MUS","301N","CHORAL SING III","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","222","MUSIC COURSE","199020","MUS","901N","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","237","MUSIC ELECTIVE","197520","MUS","801L","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","240","MUSIC COURSE","197520","MUS","901L","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","241","ADV CLASS PIANO","199920","MUS","410N","ADV CLASS PIANO","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","243","MUSIC COURSE","199020","MUS","903N","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","261","MUSIC ELECTIVE","199020","MUS","803N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","273","MUSIC ELECTIVE","199020","MUS","801N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","800N","MUSIC ELECTIVE","199440","MUS","800N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","801N","MUSIC ELECTIVE","199020","MUS","801N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","803N","MUSIC ELECTIVE","199020","MUS","803N","MUSIC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","904N","Aural Skills I","201220","MUS","905N","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","MUS","916","MUSIC COURSE","199440","MUS","900N","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NED","103","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NU","RSING","GENERAL ELECTIVE","199020","ELEC","802L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","99","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","100","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","105","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","107","GENERAL ELECTIVE","199020","ELEC","802L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","111","GENERAL ELECTIVE","199020","ELEC","804N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","112","GENERAL ELECTIVE","199020","ELEC","805N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","204","GENERAL ELECTIVE","199020","ELEC","802L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","213","GENERAL ELECTIVE","199020","ELEC","806N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","215","GENERAL ELECTIVE","197520","ELEC","807N","ELECTIVE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","216","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","218","GENERAL ELECTIVE","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","271","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","272","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","273","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","NUR","280","GENERAL ELECTIVE","199020","ELEC","803N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","100","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","101","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","102","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","108","WORD PROCESSING","199640","CSIS","151L","WORDPROCESSING","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","109","NON-TRANSFERABLE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","130","IS ELECTIVE","199540","IS","801L","IS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","150","COMPUTER STUDIES ELEC","199020","CSIS","802L","COMPUTER STUDIES ELEC","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","202","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","215","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","230","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","231","WORDPROCESSING","199640","CSIS","151L","WORDPROCESSING","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","232","EXCEL","199640","CSIS","152L","EXCEL","AC",""
"DUTCHESS COMMUNITY COLLEGE","OFT","240","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","100","PARALEGAL ELECTIVE","199020","PRLG","801L","PARALEGAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","110","PARALEGAL ELECTIVE","199020","PRLG","802L","PARALEGAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","120","INTR LEG WRIT-RES","197520","PRLG","210N","INTR LEG WRIT-RES","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","210","FAMILY LAW","199310","PRLG","311L","FAMILY LAW","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","220","WILLS TRUSTS ESTA","197520","PRLG","420N","WILLS TRUSTS ESTA","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","230","BUSINESS LAW I","197520","PRLG","380N","BUSINESS LAW I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","240","CIV LITIG, PRACT","197520","PRLG","422N","CIV LITIG, PRACT","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","250","PARALEGAL COURSE","199020","PRLG","901L","PARALEGAL COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAL","290","CRJU INTERN I","197520","CRJU","496N","CRJU INTERN I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","100","HEALTH ELECTIVE","200440","HLTH","801L","HEALTH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","102","Pathophysiology&Life Span Dev","201420","BIOL","904L","BIOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","120","Clinical I","201420","BIOL","495N","BIOLOGY INTERN","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","201","Trauma","201420","ATHT","205L","BASIC CONCEPTS ATHT","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","203","Cardiology & Pulmonology","201420","BIOL","902L","BIOL COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","205","Medical Emergencies I","201420","BIOL","903L","BIOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","206","Patient Assessment","201420","ATHT","310L","LOWER BODY/EXREM","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","220","Clinical II","201420","BIOL","496N","BIOL INTERN","AC",""
"DUTCHESS COMMUNITY COLLEGE","PAR","230","Clinical III","201420","BIOL","497N","BIOL INTERN","AC",""
"DUTCHESS COMMUNITY COLLEGE","PD","10003","CAREER & LIFE PLANNING","199020","CRDV","801N","CAREER & LIFE PLANNING","AC",""
"DUTCHESS COMMUNITY COLLEGE","PDC","101","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PDC","102","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PE","123","HANDBALL/RACQUETB","197520","PHED","133N","HANDBALL/RACQUETB","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","101","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","102","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","103","CONDITIONING","197520","PHED","124N","CONDITIONING","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","104","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","105","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","106","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","107","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","109","ARCHERY","197520","PHED","123N","ARCHERY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","111","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","113","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","114","PHYS ED COURSE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","115","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","116","Yoga","199340","PHED","147N","HATHA YOGA","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","116","Yoga","201340","PHED","147N","HATHA YOGA","AC",""
